id,logos,section,paragraph,tec_category,secondary_category,polarity,confidence,justification,error,page_start,biblical_citations
58,Δ΄,§23,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.81,"Κυριαρχούν οι προστακτικές (αἰτεῖτε, αἰτεῖσθε, παρακελεύομαι) που εκθέτουν σαφώς την εντολή της πνευματικής αίτησης, ενώ η αντίθεση πρόσκαιρα/αἰώνια και η αναφορά στη βασιλεία του Θεού προσδίδουν εσχατολογική διάσταση με θετική φόρτιση.",,87,
59,Δ΄,§24,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΦΟΒΟΣ_ΘΕΟΥ,Ουδέτερο,0.74,"Η επιχειρηματολογία a fortiori (ἐπίγειος βασιλεύς vs. βασιλεὺς τῶν βασιλευόντων) λειτουργεί ως διδακτική οδηγία για την ορθή αίτηση προς τον Θεό, με υποκείμενο δέος μπροστά στο θεϊκό μεγαλείο.",,87,
60,Δ΄,§25,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.74,Η εικόνα των ωθουμένων και τυπτομένων αιτούντων ενώπιον του γήινου βασιλέως λειτουργεί ως έμμεση επίπληξη ανθρώπινης αναξιοπρέπειας και μικρόψυχης επιδίωξης ευτελών αγαθών έναντι της αληθινής Βασιλείας.,,87,
61,Δ΄,§26,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.81,"Κυριαρχεί κανονιστικός τόνος μέσω επαναλαμβανόμενων προστακτικών (αἰτεῖτε, ζητεῖτε, κρούετε) που εκφράζουν σαφείς εντολές, ενώ η αναφορά στον Παράδεισο και την αιώνια ζωή προσδίδει δευτερευόντως ελπιδοφόρο χαρακτήρα.",,87,
62,Δ΄,§27,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Ουδέτερο,0.74,"Το ανάλογο των ἀρχόντων και βασιλέων λειτουργεί ως διδακτικό υπόδειγμα που τεκμηριώνει την ανάγκη επίμονης προσευχής, με κυρίαρχο κανονιστικό-επεξηγηματικό τόνο και δευτερεύουσα υπόσχεση εισακοής.",,87,
63,Δ΄,§28,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.81,"Τριπλή προστακτική αἰτεῖτε/ζητεῖτε/κρούετε με κανονιστικό διδακτικό τόνο, ωστόσο το αποκορύφωμα στη χαρὰν τοῦ κυρίου ανοίγει σε θετική εσχατολογική ελπίδα.",,88,
64,Δ΄,§29,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.87,"Η εικόνα του λῃστοῦ που ανοίγει τον Παράδεισο μέσω πίστεως λειτουργεί ως ισχυρό εσχατολογικό κίνητρο ελπίδας — ακόμη και ο κακοῦργος βρίσκει ανοιχτή πύλη, οπότε η θετική φόρτιση κυριαρχεί παρά τη διδακτική δομή.",,88,
65,Δ΄,§30,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΛΠΙΔΑ,Θετικό,0.87,"Τριπλά παραδείγματα μετανοούντων (πόρνη, άσωτος, τελώνης) συνδυάζονται με προτρεπτική κατάνυξη και βεβαιότητα αφέσεως — το πένθος ανοίγει σε ελπίδα λήψεως.",,88,
66,Δ΄,§31,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.74,"Ο λόγος εκθέτει κανονιστικά τις προϋποθέσεις εισακούσεως της προσευχής (μῖσος κακίας, ἔκκλισις ἀπὸ κακοῦ, ποίησις ἀγαθοῦ), ενώ η τριπλή επανάληψη αἰτήσαντες–ζητοῦντες–κρούοντες ανοίγει σε εμπιστευτική ελπίδα ανταπόκρισης.",,88,
67,Δ΄,§32,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΑΓΑΠΗ,Θετικό,0.82,"Το επιχείρημα a minore ad maius (πόσῳ μᾶλλον) θεμελιώνει βεβαιότητα θεϊκής ανταπόκρισης στην προσευχή, δημιουργώντας ήρεμη αλλά ακλόνητη ελπίδα που εδράζεται στην πατρική αγαθότητα του Θεού.",,88,
68,Δ΄,§33,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΛΠΙΔΑ,Αρνητικό,0.91,"Εκτεταμένη αυτοκατηγορία με λῃστρικές μεταφορές (κατεφόνευσα, ἐξηφάνισα, ἐξετύφλωσα) που εκφράζει βαθιά κατάνυξη, ανοιγμένη όμως στην ελπίδα μέσω της επαναλαμβανόμενης κραυγής Μνήσθητί μου.",,88,
69,Δ΄,§34,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΝΤΟΛΗ,Θετικό,0.81,"Η προτροπή να στρέφει κανείς καθημερινά τη διάνοιά του στη σωτήριο σταύρωση και να κράζει «Μνήσθητί μου» εκφράζει κατανυκτική μετάνοια που ανοίγεται σε ελπίδα, με δευτερεύοντα διδακτικό-κανονιστικό τόνο.",,89,
70,Δ΄,§35,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΛΠΙΔΑ,Θετικό,0.81,"Η επανάληψη «Μνήσθητί μου, Κύριε» συνδέει την ασκητική νέκρωση των παθών με προσδοκία βασιλείας — μετάνοια που ανοίγει σε ελπίδα σωτηρίας.",,89,
71,Δ΄,§36,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.88,"Η επανειλημμένη επίκληση «Μνήσθητί μου, Κύριε» εκ μέρους του λῃστοῦ, με ρητή αναγνώριση των «λῃστρικῶν μιαριῶν» και διακαή παράκληση μη λησμονίας κατά τη Δευτέρα Παρουσία, εκφράζει βαθύ κατανυκτικό πένθος ενσωματωμένο σε εσχατολογικό πλαίσιο.",,89,
72,Δ΄,§37,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΜΕΤΑΝΟΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.87,"Ο λῃστὴς εκφράζει βαθύ πένθος για τα ἀτοπήματά του («αἰσχρουργίας», «ἀχρείου») ενώ παράλληλα η σκηνή της Δευτέρας Παρουσίας με τον θρόνο δόξης και τον αφορισμό προβάτων-ερίφων δίνει έντονο εσχατολογικό υπόβαθρο στη συντριβή του.",,89,
73,Δ΄,§38,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΔΟΞΟΛΟΓΙΑ,ΦΟΒΟΣ_ΘΕΟΥ,Θετικό,0.72,"Η ρητορική αλυσίδα ερωτημάτων (ποίαν ἁλουργίδα, ποῖα στρατόπεδα, ποῖα παλάτια) λειτουργεί ως κεκαλυμμένη δοξολογία: η παράδοξη ταπείνωση του σταυρωμένου βασιλέα αναδεικνύεται ως θαυμαστό μεγαλείο, προκαλώντας δέος και αγαλλίαση ενώπιον της απόκρυφης βασιλικής δόξας.",,90,
74,Δ΄,§39,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΔΟΞΟΛΟΓΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.72,"Ο Χριστός αποκαλύπτει με αγαλλίαση το κεκρυμμένον μυστήριον της βασιλείας του, με εσχατολογικό υπόστρωμα στην εικόνα του Υιού του ανθρώπου επί των νεφελών, ενώ η κατάληξη εκφράζει θαυμασμό για την πίστη του ληστή.",,90,
75,Δ΄,§40,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΔΟΞΟΛΟΓΙΑ,ΜΕΤΑΝΟΙΑ,Θετικό,0.81,"Ο ληστής υμνεί τον Χριστό ως βασιλέα, κτίστη και συνοχέα μέσα από τη συμπαθητική αντίδραση ολόκληρης της κτίσης στη Σταύρωση — η εικόνα κορυφώνεται σε δοξολογική αναγνώριση της θεϊκής κυριαρχίας, ενώ το «Μνήσθητί μου» στο τέλος εισάγει δευτερεύοντα τόνο μετανοίας.",,90,
76,Δ΄,§41,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.93,"Η τριπλή επανάληψη «σὺ δὲ μετ᾿ ἐμοῦ σήμερον ἔσῃ ἐν τῷ παραδείσῳ» λειτουργεί ως απόλυτη βεβαίωση σωτηρίας, ενώ η θεολογική ανάπτυξη της θεανθρώπινης φύσης (ὡς ἄνθρωπος / ὡς Θεός) ενισχύει τη δοξολογική διάσταση.",,90,
77,Δ΄,§42,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.88,"Η διπλή επανάληψη «μετ᾿ ἐμοῦ σήμερον ἔσῃ ἐν τῷ παραδείσῳ» αγκαλιάζει την εσχατολογική κατάβαση στον ᾅδη με βεβαιότητα λύτρωσης, καθιστώντας την ελπίδα κυρίαρχο συναίσθημα παρά το σκοτεινό φόντο της θανατικής τυραννίδας.",,91,
78,Δ΄,§43,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΜΕΤΑΝΟΙΑ,Θετικό,0.88,"Η υπόσχεση του Παραδείσου στον μετανοοῦντα λῃστή και η ρήση «οὐχ ὁ τόπος ἀλλ᾿ ὁ τρόπος» εκφράζουν ισχυρή εσχατολογική ελπίδα, ενώ το «οὐδὲ ἁμαρτωλὸς ἀπογνώσει» ενισχύει τη μετανοϊκή διάσταση.",,91,
79,Δ΄,§44,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.87,"Η επαναλαμβανόμενη προτροπή «Μνήσθητί μου, Κύριε» σε κάθε στιγμή της καθημερινής ζωής, ενωμένη με τις υποσχέσεις «δοθήσεται, εὑρήσετε, ἀνοιγήσεται», δημιουργεί κλίμα θερμής εσχατολογικής ελπίδας που κυριαρχεί επί του διδακτικού τόνου.",,91,
80,Δ΄,§45,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος,ΕΛΠΙΔΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.88,"Επευκτική φράση με αλυσίδα κινητικών ρημάτων (αἰτεῖν, λαμβάνειν, ζητεῖν, εὑρίσκειν, κροῦσαι, εἰσελθεῖν) που εκφράζουν ζωντανή εσχατολογική ελπίδα, ενώ κλείνει με δοξολογική τριαδική διατύπωση.",,91,
81,Ε΄,§1,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.72,"Η παράγραφος λειτουργεί ως επιλογικό-ανακεφαλαιωτικό πλαίσιο του έργου με αναφορά στη χάριτι Θεοῦ και τη δόξα των Πατέρων, εκπέμποντας ευχαριστιακό-δοξολογικό τόνο, ενώ παράλληλα παραπέμπει στη διδακτική εντολή Αἰτεῖτε.",,92,
82,Ε΄,§2,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.74,"Διδακτική-κανονιστική έκθεση περί νήψεως και ἐγρηγόρσεως ως προϋπόθεσης της ἀθανάτου ζωῆς, με εσχατολογική υπόδηλη φόρτιση μέσω της εικόνας τοῦ θανάτου που ἀναβαίνει διὰ τῶν θυρίδων.",,92,
83,Ε΄,§3,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.91,"Η πολεμική εικόνα βαρβάρων δαιμόνων που βάλλουν διά των αισθήσεων αποτελεί αυστηρή ηθική κατηγορία κατά της αμαρτωλής ευαλωτότητας του ανθρώπου, με υψηλή αρνητική φόρτιση.",,92,
84,Ε΄,§4,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Σωτῆρος καὶ περὶ τῶν πέντε τοῦ σώματος αἰσθήσεων,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.83,"Η αντίθεση μεταξύ θεϊκής δωρεάς (εἰκὼν, αὐτεξούσιον, αἰσθήσεις) και ανθρώπινης κατάχρησής τους (ἀτόπους ἐννοίας, παροργίζομεν) κορυφώνεται σε αυστηρή ηθική επίπληξη ενισχυμένη από το ευαγγελικό παράθεμα περί μοιχείας της καρδίας.",,92,
